CL:0000037,CL:0000057,CL:0000084,CL:0000097,CL:0000158,CL:0000186,CL:0000236,CL:0000451,CL:0000499,CL:0000583,CL:0000623,CL:0000624,CL:0000625,CL:0000786,CL:0000860,CL:0000861,CL:0000875,CL:0000990,CL:0002062,CL:0002063,CL:0002138,CL:0002144,CL:0002145,CL:0002399,CL:0002480,CL:0002543,CL:0002632,CL:0002633,CL:0005012,CL:0009089,CL:0010003,CL:0019003,CL:0019019,CL:1000223,CL:1000312,CL:1001568,CL:1001603,CL:2000093,CL:4028004,CL:4028006,CL:0000077,CL:0000192,CL:0000622,CL:0000784,CL:0005006,CL:0019001,CL:4030023,CL:0000313,CL:0002075,CL:0000319
0.0,0.6508096465664358,0.25832360927080544,0.2773412798468281,0.4566699183452178,0.6137727954724099,0.21364890696675698,0.25084329280710693,0.6354841348608739,0.4669741277137633,0.3652589928129182,0.21872786003098815,0.32017782200170736,0.24628581195458787,0.4656731559830263,0.3635851749258843,0.3514938590389505,0.283493574969882,0.5324729788269839,0.4641393514502226,0.502643006361645,0.5561894973917144,0.5989333712557822,0.3212345478310654,0.4962442029594121,0.6596604634870578,0.5404033900009566,0.3801921970628976,0.5594999129149402,0.5893301006191847,0.4759367034107296,0.5187203968544473,0.6288982145384039,0.29698498587256045,0.552213865026644,0.6488116748437763,0.34136160899082246,0.7480822723867038,0.6940283303441913,0.7030333338762705,0.6051757687451645,0.6621563337919201,0.4586487403381828,0.20519038605151702,0.26993158338160966,0.4697579104719639,0.35335460961668796,0.5252683478839552,0.24793353583208258,0.5468600656342495
0.7105301038556916,0.0,0.7444638909773739,0.750029766289431,0.7771387133762783,0.3351447250341817,0.7388111457646739,0.7157214866451742,0.5889993545857295,0.7277575451824898,0.7833087270479516,0.7396571267061279,0.75698752247706,0.7593826945867171,0.745368915458289,0.6832651577536898,0.6981065939034732,0.7228674563039392,0.8026126679914496,0.8125223192687064,0.6360896067026344,0.6999672817113698,0.845758323303221,0.7131929323407379,0.7450285331282909,0.6615431862680631,0.7958977476235961,0.7143217314888312,0.8151131143015992,0.5170967600861378,0.783663592761355,0.7719174337839572,0.48404963264491946,0.6504195336086339,0.7779451421809255,0.6753832205466169,0.6909734027664048,0.2880155401555521,0.32503602970896905,0.26646499831637266,0.39980965608254226,0.47850691859080896,0.7886638700376862,0.8545925336633957,0.7532790407725157,0.8321955195894775,0.7717005849431476,,0.774030693461353,0.7907841886923104
0.5749162787926443,0.3280982234032689,0.625000053925101,0.6586414533107217,0.5850139376008998,0.36810978931441857,0.6007917114761259,0.5830499217840359,0.5063471752928411,0.6182250689321747,0.7119041780150174,0.6183312469197394,0.6674819357742177,0.5859281656333334,0.6302754495021098,0.59972403476147,0.5747386810182666,0.5821572104056143,0.593165282676342,0.6253609191831333,0.49410844106010876,0.5920008552251363,0.6818559671636352,0.5917965123544341,0.5845777264944522,0.5547749957141506,0.5747544866526703,0.47098895594670054,0.663545237012108,0.41991907028157194,0.5652083059405876,0.606972646818131,0.44288883055411166,0.4697567186797283,0.6014442081253617,0.5599623623471618,0.5531156644362082,0.4222521029325522,0.42144034290308097,0.42915969224094425,0.0,0.48345113184508476,0.5191146299234,0.5990437101529283,0.4588373388753193,0.5423782579438201,0.4665717597408534,,0.5242016113945915,0.5465312952142385
0.26697528386031266,0.7122607195948311,0.0,0.3269027484463452,0.5756540955185652,0.6628025092857981,0.23963006998444403,0.30617349204589783,0.6710435907653055,0.510760514735482,0.24767387284831005,0.14979906958088354,0.16636087354119503,0.29954301537080946,0.5406394543597248,0.46370217925555807,0.42995242066611294,0.36055776708402193,0.5872374702446537,0.5682798471615044,0.5866864799304039,0.6074099003865565,0.6751116363069705,0.40128021369310996,0.6184545759215286,0.6794053821418348,0.6327846198795922,0.5193259930346693,0.6425488289127224,0.6560489207338202,0.574871196098482,0.6443294564783919,0.6606539071875492,0.4454288556358937,0.648106425528865,0.7011108260195437,0.43415705345792954,0.7335337255580495,0.7547684454535379,0.7482418073948156,0.7026746279512802,0.7259000476941805,0.5805580888476178,0.2422552743704896,0.4587846570065278,0.5401102659160828,0.5496980541013594,0.5883781532900555,0.46420435515439873,0.6727603569976395
0.2905601962798603,0.7272160902097552,0.32865452611042895,0.0,0.5353831886375807,0.6483033373189138,0.31364631707859786,0.3644482487329051,0.6697102911262605,0.5418751489784829,0.380139423246309,0.25532474672259153,0.33164110737247127,0.32969681734489936,0.5305605337329884,0.4376867091979032,0.44048708172419476,0.41800223228837147,0.5654009424789952,0.5126308974972329,0.5359888328638978,0.6324950999231614,0.7275702476315196,0.42523662877440493,0.5544492939664141,0.627848431853572,0.6095292805255011,0.46209092821491426,0.6714685653431983,0.6603160395856301,0.6000975712329484,0.6379303490911539,0.6482131934888696,0.3800477854767832,0.6325794138255261,0.7180664881907128,0.44454550888466465,0.6631763787898055,0.7398012426390469,0.7047500470318102,0.7458072615462014,0.6954522574394324,0.5515094738045163,0.34814440205347064,0.3663835018604237,0.5642632228846824,0.49181478554348285,0.5149456175322684,0.2992840588379644,0.6038802743491516
0.4823019427879171,0.7554174971176135,0.6035931820309948,0.5662803365061173,0.0,0.7456804247588843,0.5519211983319318,0.6203644058675596,0.7607949544727493,0.6552084918901717,0.609076492795251,0.5515844470027522,0.57250124415343,0.5630519202197836,0.680632764629893,0.6073206814578455,0.6506412945490458,0.6353215381100689,0.5118554192381347,0.4730540559484387,0.6234785748850581,0.7196430716124491,0.6109851872473974,0.6532806328412348,0.265193591397498,0.6765134728787221,0.27612213677344666,0.3566918516781371,0.5503057234440147,0.7410110956814356,0.40412272724442805,0.30677247626705123,0.7518862626531895,0.44847952095413274,0.29427830439956204,0.7670134303446259,0.6589477348008344,0.7822033244502555,0.7976032933612788,0.7085790806523179,0.6899991022728628,0.8346664122387675,0.27460039350561943,0.5771711706912194,0.43454941009771675,0.4094937649647708,0.42797005933284854,0.4296812054821621,0.32587852412175505,0.34927813076687303
0.6396064390335826,0.32368454738022273,0.6725077837512258,0.6669097620797636,0.7167638852568761,0.0,0.6750264368226158,0.6850144905091876,0.3476883369619854,0.7671553707979615,0.7048016974311159,0.6619420871385145,0.6887107580903541,0.6593413429021749,0.764307155100174,0.7371624577512382,0.7198292999282706,0.7043315312212802,0.700760960223548,0.6954443709606616,0.5093600192909058,0.6038370204447842,0.7346742362060293,0.7200599447006727,0.7330595465532836,0.6234387041437449,0.7079389196060921,0.646804424161582,0.7253819277693704,0.37423578707711985,0.6912485289137532,0.7092826994134986,0.28762684407279837,0.6115566690144075,0.7195550553407167,0.5992313917113377,0.7179393059864494,0.3428693471616294,0.2843604619307101,0.36557039837046695,0.4329825300423143,0.31055780922498105,0.6581277592898924,0.6783374254230257,0.6129847512759118,0.6530668542326609,0.6622574346718816,0.6410283848841697,0.5487002702203181,0.6202046440347501
0.7518312583181034,0.48920556764179113,0.7830380239943081,0.7558846098635145,0.834472137250708,0.3237353870205355,0.7716525454416322,0.7803602413784746,0.20130695095815837,0.8376442955892337,0.8160433688275717,0.7585984103258516,0.793908328326231,0.7469090893434757,0.8442243699987008,0.8256659583184787,0.8033663881829138,0.8001021894592465,0.7806605687319874,0.7936252944574357,0.6083890036523146,0.689164669060878,0.8193699569625413,0.8073651050250591,0.8265304872400636,0.6795000640985224,0.8339545213034274,0.7477309731321061,0.7929068497128784,0.27957976968045106,0.789089035254512,0.839999507635877,0.18454397554625268,0.6888536664779696,0.8459006013936197,0.6465657340994878,0.8048374623841995,0.48433014264692026,0.46211528551575404,0.5245909366223217,0.6036713254244033,0.0,0.7847057054863817,0.7736888104593721,0.6784704673442128,0.789493963831875,0.741400543047656,0.7139543384297034,0.5626049368579624,0.7786322087415102
0.22227689372516737,0.7033435470419336,0.23756870080917736,0.31812067315195935,0.5298598598713735,0.6662461789684536,0.0,0.1810613393749356,0.6719265857926044,0.41208869531067915,0.40845674668060394,0.2569563772320618,0.33070673086110747,0.1943251219896055,0.4646232454517647,0.3168502242137439,0.334195855043868,0.22729771695854972,0.5211050675892436,0.473799695060152,0.5083418068060885,0.5956033056066954,0.7129514778284978,0.27702773787128826,0.5717880316107767,0.6029408250418454,0.58549389520937,0.4645856174273178,0.6745724000099372,0.6514137038462708,0.5352175777507767,0.6247544065111601,0.6529152258479082,0.35788205623622005,0.6284949228554327,0.6923873584886389,0.31793929046213354,0.7459803434114012,0.7547848154986578,0.7487242046029782,0.6611422494389798,0.7055543241874697,0.5555672323287373,0.10339938646723248,0.4044576157672111,0.5137639068838267,0.47900951785627427,0.5482490878000582,0.4040088429030898,0.6095021817104886
0.58199793546153,,0.6427400840497675,0.5741222814644877,0.4435944621391933,0.7101063159254819,0.5730195344001345,0.6728148845516447,0.7374341701109192,0.5972918085313722,0.6316953816562518,0.5743264629194021,0.596396130668776,0.6037962182947797,0.7195173923872744,0.6125977330635678,0.7005205626056986,0.6613138385589313,0.632945276710327,0.544013419247063,0.6329654096778704,0.736043043654066,0.725757769553517,0.6954178138183194,0.48919288332853805,0.6896255506104352,0.40679434307317963,0.538222786550505,0.6835091391761237,0.6607945535092575,0.5457073682423487,0.4602664661033461,0.7461891745898285,0.5089300011419463,0.47046904602837253,0.7946907965011886,0.7166089252662037,0.8219644482518049,0.6961318379507977,0.7777429217923545,,0.6420946522705027,0.2585004055127311,0.6484175861544894,0.5065799802365467,0.15708932165366926,0.5672944966366309,0.0,0.5549147017618166,0.40328294854348457
